Course Name,Institute Name,Rating,Reviews,Skills,Level,Course Type,Duration
Introduction to Data Science and scikit-learn in Python,LearnQuest,3.7,48 reviews,"Skills you'll gain: Feature Engineering, Exploratory Data Analysis, Pandas (Python Package), Scikit Learn (Machine Learning Library), Data Manipulation, NumPy, Data Analysis, Python Programming, Regression Analysis, Predictive Modeling, Machine Learning, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Statistical Methods, Programming Principles, Data Structures",Beginner,Course,1 - 4 Weeks
The Unix Workbench,Johns Hopkins University,4.7,1.3K reviews,"Skills you'll gain: GitHub, Unix, Git (Version Control System), Unix Commands, Version Control, Bash (Scripting Language), Command-Line Interface, Cloud Computing, Shell Script, Linux, Mac OS, Scripting, File Management",Beginner,Course,1 - 3 Months
Agentic AI and AI Agents: A Primer for Leaders,Vanderbilt University,4.7,144 reviews,"Skills you'll gain: Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Business Process Automation, Generative AI, Automation, Strategic Thinking, Business Transformation, Technology Strategies, Business Strategy, Strategic Decision-Making, Emerging Technologies, Innovation, Human Computer Interaction, Natural Language Processing",Beginner,Course,1 - 4 Weeks
Generative AI Essentials: Overview and Impact,University of Michigan,4.6,188 reviews,"Skills you'll gain: ChatGPT, Generative AI, Natural Language Processing, Artificial Intelligence, Law, Regulation, and Compliance, Regulatory Compliance, Social Studies, Emerging Technologies, Communication, Economics, Business Ethics",Beginner,Course,1 - 4 Weeks
Data Visualization with Tableau,Tableau Learning Partner,4.7,110 reviews,"Skills you'll gain: Data Visualization Software, Interactive Data Visualization, Tableau Software, Data Presentation, Tree Maps, Heat Maps, Pivot Tables And Charts, Data Manipulation, Scatter Plots, Histogram, Data Mapping, Trend Analysis",Beginner,Course,1 - 3 Months
Building Data Lakes on AWS,Amazon Web Services,4.7,283 reviews,"Skills you'll gain: Data Lakes, Data Visualization, Data Architecture, Amazon Web Services, Amazon Redshift, Data Warehousing, Data Processing, Amazon S3, Query Languages, AWS Identity and Access Management (IAM), Data Management, Data Transformation, Data Governance, Data Cleansing, Role-Based Access Control (RBAC)",Beginner,Course,1 - 3 Months
Data Analysis Using Python,University of Pennsylvania,4.5,413 reviews,"Skills you'll gain: Matplotlib, Data Analysis, Pandas (Python Package), Data Science, Data Cleansing, Pivot Tables And Charts, Data Visualization Software, Data Manipulation, Scatter Plots, NumPy, Data Quality, Jupyter, Data Import/Export, Histogram, Python Programming, Programming Principles",Beginner,Course,1 - 4 Weeks
AI & Deep Learning Concepts and Applications,Simplilearn,N/A,N/A,"Skills you'll gain: Machine Learning Algorithms, Artificial Intelligence, Tensorflow, Machine Learning, Deep Learning, Applied Machine Learning, Artificial Neural Networks, Supervised Learning, Data Ethics, Algorithms, Unsupervised Learning, Emerging Technologies, Digital Transformation, Reinforcement Learning, Computer Programming, Business Ethics",Beginner,Course,1 - 4 Weeks
Microsoft Excel,Microsoft,4,56 reviews,"Skills you'll gain: Excel Macros, Data Presentation, Microsoft Excel, Excel Formulas, Pivot Tables And Charts, Dashboard, Statistical Methods, Data Visualization Software, Data Cleansing, Statistical Analysis, Spreadsheet Software, Data Manipulation, Data-Driven Decision-Making, Data Entry, Data Processing, Data Quality, Data Visualization, Predictive Modeling, Data Analysis, Visual Basic (Programming Language)",Beginner,Professional Certificate,3 - 6 Months
Business Analysis Process,Tableau Learning Partner,4.6,114 reviews,"Skills you'll gain: Requirements Elicitation, Business Analysis, Business Metrics, Key Performance Indicators (KPIs), Requirements Analysis, Business Requirements, Process Analysis, Stakeholder Management, Business Process, Business Process Modeling, Tableau Software, Data Visualization",Beginner,Course,1 - 4 Weeks
The Data Science Profession – Student View,University of London,4.8,29 reviews,"Skills you'll gain: Machine Learning Algorithms, Unsupervised Learning, Data Science, Applied Machine Learning, Real Time Data, Data Analysis, Machine Learning, Statistics",Beginner,Course,1 - 4 Weeks
Julia Scientific Programming,University of Cape Town,4.4,433 reviews,"Skills you'll gain: Box Plots, Jupyter, Statistical Analysis, Data Visualization, Plot (Graphics), Scientific Visualization, Exploratory Data Analysis, Descriptive Statistics, Data Manipulation, Data Science, Other Programming Languages, Statistical Hypothesis Testing, Data Import/Export, Computer Programming, Mathematical Modeling, Package and Software Management",Beginner,Course,1 - 4 Weeks
Tesla Stock Price Prediction using Facebook Prophet,Coursera Project Network,4.3,135 reviews,"Skills you'll gain: Technical Analysis, Time Series Analysis and Forecasting, Predictive Modeling, Market Data, Financial Forecasting, Applied Machine Learning, Trend Analysis, Financial Analysis, Google Sheets, Data Visualization Software, Data Import/Export",Beginner,Guided Project,Less Than 2 Hours
Expressway to Data Science: Python Programming,University of Colorado Boulder,4.7,268 reviews,"Skills you'll gain: Matplotlib, Seaborn, Plot (Graphics), Pandas (Python Package), NumPy, Data Visualization Software, Programming Principles, Scatter Plots, Computer Science, Computer Programming, Histogram, Data Import/Export, Package and Software Management, Scripting, Scripting Languages, Data Manipulation, Python Programming, Data Science",Beginner,Specialization,1 - 3 Months
Analyzing Big Data with SQL,Cloudera,4.8,528 reviews,"Skills you'll gain: SQL, Apache Hive, Big Data, MySQL, Query Languages, Databases, Analytics, Apache Hadoop, PostgreSQL, Relational Databases, Data Processing, Virtual Machines, Software Installation",Beginner,Course,1 - 3 Months
Introduction to Data Management,Meta,4.8,82 reviews,"Skills you'll gain: Data Management, Data Collection, Data Governance, Data Analysis, Information Privacy, Data Quality, Data Storage, Data Security, Data-Driven Decision-Making, Data Architecture, Data Visualization Software, Big Data, Machine Learning",Beginner,Course,1 - 4 Weeks
Data Analysis with Tableau,Tableau Learning Partner,4.4,78 reviews,"Skills you'll gain: Exploratory Data Analysis, Tableau Software, Statistical Visualization, Data Analysis, Descriptive Statistics, Predictive Analytics, Data Processing, Box Plots, Statistical Analysis, Data Cleansing, Scatter Plots, Data Visualization Software, Trend Analysis, Analytics, Histogram, Data Transformation, Business Analytics, Data Manipulation, Regression Analysis, Correlation Analysis",Beginner,Course,1 - 4 Weeks
Data Science for Business Innovation,EIT Digital,4.3,262 reviews,"Skills you'll gain: Data-Driven Decision-Making, Big Data, Data Science, NoSQL, Data Modeling, Data Storage Technologies, Business Analytics, Machine Learning Methods, Data Analysis, Statistical Methods, Unsupervised Learning, Regression Analysis, Machine Learning Algorithms, Descriptive Analytics, Supervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Risk Analysis",Beginner,Course,1 - 4 Weeks
Advanced Data Visualization with Tableau,Tableau Learning Partner,4.9,82 reviews,"Skills you'll gain: Data Visualization Software, Spatial Data Analysis, Tableau Software, Data Storytelling, Interactive Data Visualization, Geospatial Information and Technology, Stakeholder Communications, Geospatial Mapping, Business Reporting, Business Analytics, Business Intelligence",Beginner,Course,1 - 4 Weeks
Python for Data Analysis: Pandas & NumPy,Coursera Project Network,4.5,319 reviews,"Skills you'll gain: Pandas (Python Package), NumPy, Data Analysis, Data Science, Python Programming, Data Structures, Data Manipulation, Computer Programming",Beginner,Guided Project,Less Than 2 Hours
Data Engineering in AWS,Whizlabs,3.9,21 reviews,"Skills you'll gain: Data Collection, AWS SageMaker, Feature Engineering, Amazon Web Services, Data Migration, Data Cleansing, Jupyter, Dimensionality Reduction, Data Transformation, Machine Learning, Machine Learning Algorithms",Beginner,Course,1 - 4 Weeks
Introduction to Deep Learning for Computer Vision,MathWorks,4.9,7 reviews,"Skills you'll gain: Computer Vision, Image Analysis, Matlab, Artificial Neural Networks, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Methods, Performance Tuning, Data Analysis",Beginner,Course,1 - 4 Weeks
Leveraging AI for Enhanced Content Creation,Coursera Instructor Network,4.6,103 reviews,"Skills you'll gain: Generative AI, Advertising, Advertising Campaigns, Content Creation, Marketing Materials, Data Ethics, Digital Content, Ideation, Artificial Intelligence",Beginner,Course,1 - 4 Weeks
Deep Learning for Object Detection,MathWorks,4.9,8 reviews,"Skills you'll gain: Computer Vision, Image Analysis, Deep Learning, Matlab, Data Visualization, Applied Machine Learning, Data Cleansing, Data Analysis, Machine Learning, Performance Tuning",Beginner,Course,1 - 4 Weeks
Python Data Analytics,Meta,4.4,180 reviews,"Skills you'll gain: Pandas (Python Package), Data Analysis, Exploratory Data Analysis, Data Manipulation, Jupyter, Matplotlib, Regression Analysis, Programming Principles, Data Cleansing, Data Import/Export, Data Visualization Software, Python Programming",Beginner,Course,1 - 3 Months
Introduction to Vertex AI,Fractal Analytics,4.9,7 reviews,"Skills you'll gain: MLOps (Machine Learning Operations), Applied Machine Learning, Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Google Cloud Platform, Artificial Intelligence, Machine Learning, Cloud Platforms, Cloud Computing",Beginner,Course,1 - 4 Weeks
"Generative AI: Impact, Considerations, and Ethical Issues",IBM,4.7,173 reviews,"Skills you'll gain: Data Ethics, Generative AI, Business Ethics, Socioeconomics, Artificial Intelligence, Regulatory Compliance, Social Sciences, Governance, Law, Regulation, and Compliance, Information Privacy, Workforce Management, Workforce Development, Accountability, Safety and Security",Beginner,Course,1 - 4 Weeks
Data Ecosystem,Tableau Learning Partner,4.7,96 reviews,"Skills you'll gain: Data Governance, Data Ethics, Data Warehousing, Extract, Transform, Load, Data Quality, Data Management, Tableau Software, Data Lakes, Data Architecture, Data Storage, Data Infrastructure, Databases, Business Intelligence, Data Integrity, Spreadsheet Software, Database Management",Beginner,Course,1 - 4 Weeks
Leadership Strategies for AI and Generative AI,Fractal Analytics,4.6,138 reviews,"Skills you'll gain: Data Ethics, Human Centered Design, Problem Solving, Critical Thinking, Strategic Leadership, Generative AI, Artificial Intelligence, Business Strategy, Ethical Standards And Conduct, Analytical Skills, Design Thinking, Data Strategy, Information Privacy, Personally Identifiable Information, Business Leadership, Business Transformation, Strategic Decision-Making, Key Performance Indicators (KPIs), Business Marketing, Strategic Thinking",Beginner,Specialization,3 - 6 Months
GPT Vision: Seeing the World through Generative AI,Vanderbilt University,4.9,138 reviews,"Skills you'll gain: ChatGPT, Generative AI, Image Analysis, Data Capture, OpenAI, Data Analysis, Organizational Skills, Computer Vision, Creativity, Artificial Intelligence, Data Integration, Problem Solving, Cooking",Beginner,Course,1 - 4 Weeks
Python and Pandas for Data Engineering,Duke University,4.6,236 reviews,"Skills you'll gain: Pandas (Python Package), Version Control, Git (Version Control System), Data Manipulation, Development Environment, Data Structures, Python Programming, NumPy, Integrated Development Environments, Virtual Environment",Beginner,Course,1 - 4 Weeks
Linear Algebra: Linear Systems and Matrix Equations,Johns Hopkins University,4.7,124 reviews,"Skills you'll gain: Linear Algebra, Algebra, Mathematical Modeling, Engineering Analysis, Applied Mathematics, Mathematical Theory & Analysis, Geometry",Beginner,Course,1 - 4 Weeks
SQL for Data Science with R,IBM,4.3,170 reviews,"Skills you'll gain: Relational Databases, Database Design, SQL, Database Management, Databases, Query Languages, Data Analysis, Exploratory Data Analysis, R Programming, Data Manipulation, Data Access",Beginner,Course,1 - 3 Months
Designing Autonomous AI,University of Washington,4.8,12 reviews,"Skills you'll gain: Process Design, Artificial Intelligence, Goal Setting, Verification And Validation, Reinforcement Learning, Functional Specification, Knowledge Transfer, Software Design, Software Architecture, Needs Assessment, Software Design Patterns, Machine Learning",Beginner,Course,1 - 4 Weeks
Rust Fundamentals,Duke University,4.1,143 reviews,"Skills you'll gain: Rust (Programming Language), Test Case, Software Testing, Data Structures, Debugging, GitHub, Programming Principles, Package and Software Management, Development Environment, Software Development Tools, Command-Line Interface",Beginner,Course,1 - 4 Weeks
Simple Linear Regression for the Absolute Beginner,Coursera Project Network,4.6,53 reviews,"Skills you'll gain: Regression Analysis, Visualization (Computer Graphics), Scikit Learn (Machine Learning Library), Feature Engineering, Data Cleansing, Predictive Modeling, Data Analysis, Statistical Modeling, Supervised Learning",Beginner,Guided Project,Less Than 2 Hours
Building Systems with the ChatGPT API,DeepLearning.AI,4.7,198 reviews,"Skills you'll gain: ChatGPT, Generative AI, Business Process Automation, Natural Language Processing, Application Programming Interface (API), Artificial Intelligence, Python Programming",Beginner,Project,Less Than 2 Hours
LangChain Chat with Your Data,DeepLearning.AI,4.8,573 reviews,"Skills you'll gain: ChatGPT, Data Processing, Data Store, Data Import/Export, Generative AI, Query Languages, OpenAI, Text Mining, Unstructured Data, Natural Language Processing",Beginner,Project,Less Than 2 Hours
Turn Ethical Frameworks into Actionable Steps,CertNexus,4.7,151 reviews,"Skills you'll gain: Data Ethics, Business Ethics, Strategic Thinking, Ethical Standards And Conduct, Regulatory Compliance, Analytical Skills, Information Technology, Compliance Management, Decision Making, Conflict Management, Governance",Beginner,Course,1 - 3 Months
AI and Disaster Management,DeepLearning.AI,4.7,199 reviews,"Skills you'll gain: Disaster Recovery, Image Analysis, Data Ethics, Emergency Response, Mitigation, Text Mining, Natural Language Processing, Artificial Intelligence, Computer Vision, Big Data, Geospatial Information and Technology",Beginner,Course,1 - 4 Weeks
Doing Clinical Research: Biostatistics with the Wolfram Language,University of Cape Town,4.7,49 reviews,"Skills you'll gain: Descriptive Statistics, Plot (Graphics), Statistical Analysis, Statistical Programming, Biostatistics, Statistical Hypothesis Testing, Data Analysis, Quantitative Research, Data Visualization Software, Probability & Statistics, Deep Learning, Machine Learning",Beginner,Course,1 - 4 Weeks
Introduction to Python Fundamentals,University of Colorado Boulder,4.8,194 reviews,"Skills you'll gain: Programming Principles, Computer Science, Computer Programming, Data Manipulation, Python Programming",Beginner,Course,1 - 4 Weeks
Generative AI: Business Transformation and Career Growth,IBM,4.6,124 reviews,"Skills you'll gain: Generative AI, Leadership and Management, Business Leadership, Strategic Leadership, Artificial Intelligence, Content Creation, Business Transformation, New Business Development, Innovation, Emerging Technologies, Digital Transformation, Business Strategies",Beginner,Course,1 - 4 Weeks
Leveraging Virtual Assistants for Personal Productivity,Coursera Instructor Network,4.4,108 reviews,"Skills you'll gain: Personal Development, Time Management, Calendar Management, Automation, ChatGPT, Artificial Intelligence, Virtual Environment, Natural Language Processing, Generative AI",Beginner,Course,1 - 4 Weeks
Communicating Data Insights with Tableau,Tableau Learning Partner,4.6,48 reviews,"Skills you'll gain: Data Storytelling, Ad Hoc Reporting, Dashboard, Interactive Data Visualization, Tableau Software, Data-Driven Decision-Making, Data Visualization Software, Data Analysis, Business Intelligence, Business Analytics, Presentations, Stakeholder Engagement, Trend Analysis",Beginner,Course,1 - 4 Weeks
Mastering Data Analysis with Pandas,Coursera Project Network,4.6,159 reviews,"Skills you'll gain: Pandas (Python Package), Data Analysis, Data Manipulation",Beginner,Guided Project,Less Than 2 Hours
Essential Causal Inference Techniques for Data Science,Coursera Project Network,4.5,35 reviews,"Skills you'll gain: Regression Analysis, Data Science, Data-Driven Decision-Making, R Programming, Statistical Inference, Applied Machine Learning, Machine Learning, Statistical Methods, Advanced Analytics, Data Analysis, Predictive Modeling",Beginner,Guided Project,Less Than 2 Hours
Introduction to Microsoft 365 Copilot,Microsoft,4.5,102 reviews,"Skills you'll gain: Microsoft 365, Microsoft Outlook, Productivity Software, ChatGPT, Microsoft Word, Microsoft PowerPoint, Microsoft Excel, Business Process Automation, Artificial Intelligence, Generative AI, Identity and Access Management, Natural Language Processing, Data Security",Beginner,Course,1 - 3 Months
Advanced Deep Learning Techniques for Computer Vision,MathWorks,4.9,8 reviews,"Skills you'll gain: Anomaly Detection, Image Analysis, Computer Vision, Matlab, Deep Learning, Applied Machine Learning, Application Deployment, PyTorch (Machine Learning Library), Artificial Intelligence and Machine Learning (AI/ML), Data Synthesis, Data Manipulation",Beginner,Course,1 - 4 Weeks
Exploring Artificial Intelligence Use Cases and Applications,Amazon Web Services,4.6,43 reviews,"Skills you'll gain: Generative AI, Business Metrics, Applied Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Machine Learning Algorithms, Artificial Intelligence, Key Performance Indicators (KPIs), Performance Measurement, Business Solutions, Predictive Modeling, Technology Solutions",Beginner,Course,1 - 4 Weeks
Data Science Fundamentals,"University of California, Irvine",4.3,237 reviews,"Skills you'll gain: Data Ethics, Predictive Modeling, Unsupervised Learning, Natural Language Processing, Predictive Analytics, Classification And Regression Tree (CART), Regression Analysis, Data Mining, Statistical Analysis, Data Science, Social Media, Text Mining, Anomaly Detection, Business Analytics, Decision Tree Learning, Data Analysis, Statistical Modeling, Big Data, Analytics, Cloud Computing",Beginner,Specialization,3 - 6 Months
Responsible Generative AI,University of Michigan,4.7,92 reviews,"Skills you'll gain: Generative AI, Governance, Data Governance, Data Management, Compliance Management, OpenAI, Consumer Behaviour, Business Risk Management, Law, Regulation, and Compliance, Business Operations, Data Ethics, Risk Analysis, Automation, Stakeholder Management, ChatGPT, Workforce Development, Artificial Intelligence, Socioeconomics, Labor Relations, Human Resources",Beginner,Specialization,1 - 3 Months
Computer Simulations,"University of California, Davis",4.4,80 reviews,"Skills you'll gain: Simulations, Social Sciences, Systems Thinking, Network Analysis, Computational Thinking, Data Modeling, Sociology, Economics, Artificial Intelligence and Machine Learning (AI/ML), Computer Programming",Beginner,Course,1 - 4 Weeks
Statistics and Applied Data Analysis,University of Colorado Boulder,4.7,30 reviews,"Skills you'll gain: Statistical Hypothesis Testing, Descriptive Statistics, Statistical Visualization, Data Transformation, Data Cleansing, Statistical Analysis, Regression Analysis, Statistical Programming, Probability, Probability Distribution, Sampling (Statistics), Box Plots, Histogram, R Programming, Statistical Methods, Scatter Plots, Microsoft Excel, Probability & Statistics, Statistics, Data Import/Export",Beginner,Specialization,3 - 6 Months
Machine/Deep Learning for Mining Quality Prediction-Enhanced,Coursera Project Network,N/A,N/A,"Skills you'll gain: Exploratory Data Analysis, Regression Analysis, Predictive Modeling, Applied Machine Learning, Data Processing, Scikit Learn (Machine Learning Library), Data Analysis, Matplotlib, Machine Learning, Decision Tree Learning, Machine Learning Algorithms, Data Visualization Software, Artificial Neural Networks, Deep Learning, Statistical Analysis",Beginner,Guided Project,Less Than 2 Hours
Getting Started with Rstudio,Coursera Project Network,4.6,140 reviews,"Skills you'll gain: Interactive Data Visualization, Software Installation, Package and Software Management, R Programming, Integrated Development Environments, Cloud Development, Cloud Hosting",Beginner,Guided Project,Less Than 2 Hours
Power BI for Beginners: Build your First Report,Coursera Project Network,4.4,45 reviews,"Skills you'll gain: Data Transformation, Power BI, Data Cleansing, Dashboard, Data Presentation, Data Import/Export, Interactive Data Visualization, Data Visualization Software, Business Intelligence, Data Storytelling, Data Modeling, Microsoft Power Platform",Beginner,Guided Project,Less Than 2 Hours
Generative AI for University Leaders,Vanderbilt University,4.8,797 reviews,"Skills you'll gain: Generative AI, Operational Efficiency, Innovation, Curriculum Development, Workflow Management, Strategic Planning, Technology Roadmaps, Business Transformation, Data Ethics, Artificial Intelligence, Strategic Leadership, Organizational Leadership, Automation, Business Strategy",Beginner,Course,1 - 4 Weeks
Detect and Mitigate Ethical Risks,CertNexus,4.5,89 reviews,"Skills you'll gain: Data Ethics, Accountability, Risk Management, Operational Risk, Risk Analysis, Information Privacy, Risk Mitigation, Safety and Security, Business Ethics, Artificial Intelligence, Diversity and Inclusion, Stakeholder Engagement",Beginner,Course,1 - 3 Months
Facial Expression Recognition with PyTorch,Coursera Project Network,3.8,53 reviews,"Skills you'll gain: PyTorch (Machine Learning Library), Deep Learning, Image Analysis, Computer Vision, Artificial Neural Networks, Data Transformation",Beginner,Guided Project,Less Than 2 Hours
Communicate Effectively about Ethical Challenges in Data-Driven Technologies,CertNexus,4.4,90 reviews,"Skills you'll gain: Crisis Management, Business Ethics, Corporate Communications, Data Ethics, Media Relations, Communication Strategies, Public Relations, Strategic Communication, Stakeholder Communications, Business Communication, Marketing Communications, Ethical Standards And Conduct, Communication, Internal Communications, Diversity and Inclusion, Stakeholder Engagement, Risk Management, Social Media Strategy",Beginner,Course,1 - 3 Months
Managing Big Data in Clusters and Cloud Storage,Cloudera,4.7,296 reviews,"Skills you'll gain: Apache Hive, Database Management, SQL, Big Data, Database Systems, Data Management, Amazon S3, Query Languages, Data Storage Technologies, Cloud Storage, Data Import/Export, Performance Tuning, File Management, Command-Line Interface",Beginner,Course,1 - 3 Months
Create and Lead an Ethical Data-Driven Organization,CertNexus,4.6,85 reviews,"Skills you'll gain: Governance, Data Ethics, Business Ethics, Strategic Leadership, Business Leadership, Organizational Leadership, Governance Risk Management and Compliance, Ethical Standards And Conduct, Policy Development, Human Resource Policies, Culture Transformation, Stakeholder Engagement, Data Governance, Policy Analysis, Change Management, Employee Engagement",Beginner,Course,1 - 3 Months
GenAI for UX Designers,Coursera Instructor Network,4.3,48 reviews,"Skills you'll gain: User Experience Design, User Research, Wireframing, Experience Design, UI/UX Strategy, User Centered Design, Usability, Adobe XD, Conceptual Design, Usability Testing, Generative AI, Figma (Design Software), Interaction Design, Design Thinking, Prototyping, User Interface (UI) Design, Data Ethics, Persona Development",Beginner,Course,1 - 4 Weeks
ChatGPT for Beginners: Using AI for Market Research,Coursera Project Network,4.4,69 reviews,"Skills you'll gain: ChatGPT, Market Research, Market Analysis, Marketing, Language Interpretation, Translation, and Studies, Marketing Collateral, Content Creation, Digital Marketing",Beginner,Guided Project,Less Than 2 Hours
Copywriting with ChatGPT: Produce Compelling Copy That Sells,Coursera Project Network,4.7,54 reviews,"Skills you'll gain: Copywriting, Target Audience, Market Research, ChatGPT, Writing and Editing, Marketing Materials, Content Creation, Value Propositions, Product Knowledge, Generative AI",Beginner,Guided Project,Less Than 2 Hours
ChatGPT & Zapier: Agentic AI for Everyone,Vanderbilt University,4.7,60 reviews,"Skills you'll gain: Generative AI, ChatGPT, Expense Management, Expense Reports, Workflow Management, Google Workspace, Business Process Automation, Artificial Intelligence, Productivity Software, Google Sheets, Automation, Application Programming Interface (API)",Beginner,Course,1 - 4 Weeks
Diabetes Disease Detection with XG-Boost and Neural Networks,Coursera Project Network,4.9,8 reviews,"Skills you'll gain: Artificial Neural Networks, Data Visualization, Exploratory Data Analysis, Applied Machine Learning, Predictive Modeling, Classification And Regression Tree (CART), Data Analysis, Predictive Analytics, Machine Learning Algorithms, Machine Learning, Statistical Analysis, Feature Engineering, Data Manipulation",Beginner,Guided Project,Less Than 2 Hours
Fundamental Skills in Bioinformatics,King Abdullah University of Science and Technology,4.4,59 reviews,"Skills you'll gain: Statistical Analysis, Bioinformatics, Unix, Scientific Visualization, Statistical Methods, R Programming, Rmarkdown, Unix Commands, Data Analysis, Data Quality, Statistical Hypothesis Testing, Exploratory Data Analysis, Programming Principles, Pandas (Python Package), Python Programming, NumPy, Data Manipulation, Computer Programming",Beginner,Course,1 - 4 Weeks
The Role of the CEO in Navigating GenAI,Coursera,4.9,87 reviews,"Skills you'll gain: Generative AI, Business Leadership, Thought Leadership, Strategic Leadership, Business Communication, Digital Transformation, Strategic Decision-Making, Data-Driven Decision-Making, Organizational Change, Artificial Intelligence, Emerging Technologies, Business Strategy",Beginner,Course,1 - 4 Weeks
ML Algorithms,Whizlabs,N/A,N/A,"Skills you'll gain: Machine Learning Algorithms, Image Analysis, Reinforcement Learning, Forecasting, Algorithms, AWS SageMaker, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Time Series Analysis and Forecasting, Supervised Learning, Unsupervised Learning, Predictive Analytics, Regression Analysis, Natural Language Processing, Classification And Regression Tree (CART)",Beginner,Course,1 - 4 Weeks
"Statistics and Data Analysis with Excel, Part 1",University of Colorado Boulder,4.7,27 reviews,"Skills you'll gain: Descriptive Statistics, Statistical Visualization, Data Transformation, Data Cleansing, Probability, Box Plots, Histogram, Probability Distribution, Probability & Statistics, Scatter Plots, Statistics, Descriptive Analytics, Microsoft Excel, Excel Formulas, Data Analysis, Spreadsheet Software, Bayesian Statistics",Beginner,Course,1 - 3 Months
"Generative AI: Fundamentals, Applications, and Challenges",University of Michigan,4.7,54 reviews,"Skills you'll gain: Generative AI, OpenAI, Data Ethics, ChatGPT, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Operational Risk, Strategic Thinking, Business Risk Management, Automation, Risk Analysis, Business, Consumer Behaviour, Social Studies, Content Creation, Natural Language Processing",Beginner,Course,1 - 4 Weeks
Build Image Quality Inspection using AWS Lookout for Vision,Coursera Project Network,4.8,20 reviews,"Skills you'll gain: Image Analysis, Amazon Web Services, Data Manipulation, Computer Vision, Amazon S3, Anomaly Detection, Predictive Modeling, Software Quality Assurance, Applied Machine Learning, Analytics",Beginner,Guided Project,Less Than 2 Hours
Python for Beginners: Variables and Strings,Coursera Project Network,4.6,48 reviews,"Skills you'll gain: Data Import/Export, Scripting, Scripting Languages, Programming Principles, Python Programming",Beginner,Guided Project,Less Than 2 Hours
Modeling in AWS,Whizlabs,N/A,N/A,"Skills you'll gain: AWS SageMaker, Statistical Modeling, Predictive Modeling, Data Modeling, Amazon Web Services, Machine Learning, Machine Learning Algorithms, Performance Tuning",Beginner,Course,1 - 4 Weeks
K-Means Clustering 101: World Happiness Report,Coursera Project Network,4.7,18 reviews,"Skills you'll gain: Unsupervised Learning, Applied Machine Learning, Plotly, Machine Learning, Social Sciences, Socioeconomics, Scatter Plots, Economics, Policy, and Social Studies, Data Visualization Software, Exploratory Data Analysis, Data Analysis",Beginner,Guided Project,Less Than 2 Hours
Understanding and Applying Text Embeddings,DeepLearning.AI,4.8,59 reviews,"Skills you'll gain: Anomaly Detection, Google Cloud Platform, Text Mining, Applied Machine Learning, Natural Language Processing, Semantic Web, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML)",Beginner,Project,Less Than 2 Hours
Introduction to Computational Statistics for Data Scientists,Databricks,4,109 reviews,"Skills you'll gain: Bayesian Statistics, Databricks, Sampling (Statistics), Statistical Modeling, Probability, Classification And Regression Tree (CART), Jupyter, Regression Analysis, Statistical Programming, Statistical Analysis, Statistical Machine Learning, Probability Distribution, Data Science, Markov Model, Simulations, Data Visualization, Probability & Statistics, Development Environment, Statistical Inference, Algorithms",Beginner,Specialization,1 - 3 Months
Python for Data Science,Fractal Analytics,4.1,41 reviews,"Skills you'll gain: Exploratory Data Analysis, Feature Engineering, Data Visualization, Statistical Analysis, Probability & Statistics, Statistics, Data Wrangling, Pandas (Python Package), Data Analysis, Jupyter, Data Processing, Data Manipulation, Data Science, Data Transformation, Data Cleansing, Python Programming, Matplotlib",Beginner,Course,1 - 3 Months
Mastering Data Analysis with Pandas: Learning Path Part 2,Coursera Project Network,4.8,28 reviews,"Skills you'll gain: Pandas (Python Package), Data Analysis, Data Manipulation, Data Wrangling, Exploratory Data Analysis, Python Programming",Beginner,Guided Project,Less Than 2 Hours
Generative AI for Data Science with Copilot,Microsoft,4.6,19 reviews,"Skills you'll gain: Generative AI, Data Ethics, Information Privacy, Artificial Intelligence, Artificial Neural Networks, Data Science, Data Synthesis, Microsoft Development Tools, Data Security, Data Analysis, Anomaly Detection, Applied Machine Learning",Beginner,Course,1 - 4 Weeks
Introduction to the Tidyverse,Johns Hopkins University,4.4,48 reviews,"Skills you'll gain: Tidyverse (R Package), Data Wrangling, Data Cleansing, Data Transformation, Data Manipulation, R Programming, Data Science, Exploratory Data Analysis, Data Analysis, Ggplot2, File Management",Beginner,Course,1 - 3 Months
H2O ai Large Language Models (LLMs) - Level 1,H2O.ai,N/A,N/A,"Skills you'll gain: Artificial Neural Networks, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Natural Language Processing, Machine Learning",Beginner,Course,1 - 4 Weeks
Generative AI Foundations,Edureka,4,10 reviews,"Skills you'll gain: Generative AI, ChatGPT, OpenAI, Data Ethics, Deep Learning, Natural Language Processing, Artificial Neural Networks, Artificial Intelligence, Python Programming, Machine Learning",Beginner,Course,1 - 4 Weeks
